neighbourhood,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
40,40.72337,-73.99574,3,26,0.58,1,6,179
1,40.68721,-73.94257,3,4,0.09,1,0,50
1,40.68363,-73.94142,5,28,0.7,2,347,115
1,40.68549,-73.93268,3,151,3.32,1,105,100
14,40.76628,-73.91761,2,94,2.08,3,35,75
11,40.7308,-73.95394,1,4,0.09,1,0,60
12,40.74197,-74.00409,2,1,0.02,1,0,240
2,40.81147,-73.9471,3,58,1.33,1,188,290
3,40.69639,-73.91008,5,76,1.74,2,68,56
15,40.84444,-73.9399,2,32,0.72,1,170,95
2,40.80769,-73.95497,1,76,1.78,1,293,70
10,40.79387,-73.94202,4,8,0.18,1,0,125
6,40.72704,-73.98783,1,4,0.09,1,0,195
46,40.68858,-73.78961,1,25,0.65,2,335,45
5,40.76767,-73.98783,2,0,0.0,1,0,64
18,40.64272,-73.95852,3,9,0.2,1,0,50
11,40.72212,-73.9378,3,0,0.0,1,0,80
3,40.68769,-73.91377,2,197,4.46,2,21,55
65,40.68561,-73.99572,5,1,0.02,1,0,1000
14,40.76114,-73.91398,60,1,0.02,1,0,42
0,40.70813,-73.95104,4,0,0.0,1,0,80
19,40.68313,-73.96165,1,54,1.19,1,365,105
1,40.68519,-73.91494,3,11,0.24,1,66,45
6,40.73113,-73.98295,2,2,0.06,1,0,125
134,40.66943,-73.74778,2,85,1.99,5,333,45
19,40.69096,-73.96052,2,10,0.22,1,22,95
65,40.68954,-73.99383,5,7,0.16,1,0,200
36,40.73743,-73.98652,2,76,1.68,1,12,190
2,40.80519,-73.94974,4,28,0.82,1,364,170
100,40.6893,-74.00023,7,0,0.0,1,0,250
1,40.67853,-73.91142,2,2,0.05,1,0,54
9,40.75556,-73.96817,1,3,0.07,1,0,150
6,40.72417,-73.98391,2,1,0.02,1,0,300
34,40.67381,-73.96496,2,2,0.92,1,362,115
16,40.73458,-74.00808,1,83,1.9,1,344,225
10,40.7929,-73.94108,1,0,0.0,1,0,83
7,40.76941,-73.96694,30,10,0.27,12,0,125
9,40.76385,-73.98212,1,1,0.02,1,0,250
11,40.72216,-73.94255,3,93,2.1,1,0,129
5,40.76262,-73.98677,2,115,2.56,1,19,135
0,40.71248,-73.96679,20,0,0.0,1,0,200
11,40.73072,-73.95416,2,12,0.77,1,0,175
20,40.75085,-73.93743,3,6,0.13,1,0,55
0,40.70953,-73.92657,1,0,0.0,1,0,50
6,40.72988,-73.98713,1,2,0.05,1,0,125
55,40.69933,-73.99249,3,2,0.06,1,0,200
21,40.65631,-73.95535,10,12,0.28,1,343,40
27,40.74651,-73.83195,1,71,1.57,3,83,50
0,40.70883,-73.94415,1,16,0.36,1,0,166
36,40.73557,-73.98353,1,118,2.7,1,278,124
3,40.69497,-73.92598,2,28,0.7,1,204,65
41,40.86689,-73.92224,1,6,0.13,1,1,57
9,40.74382,-73.98798,1,1,0.02,1,0,100
21,40.65783,-73.9567,3,9,0.2,1,0,60
3,40.69883,-73.93364,1,254,5.59,5,222,90
5,40.76374,-73.99422,1,66,1.75,2,289,130
22,40.66848,-73.98002,4,18,0.42,1,0,350
8,40.67052,-73.95621,2,1,0.02,1,0,60
6,40.72285,-73.98133,2,7,0.15,1,0,80
21,40.65874,-73.96108,1,0,0.0,1,0,70
3,40.70554,-73.91934,7,0,0.0,1,0,41
62,40.72582,-73.90549,3,74,1.63,1,321,100
6,40.72887,-73.98835,1,0,0.0,1,53,500
1,40.68846,-73.95653,3,115,2.61,1,243,200
5,40.76285,-73.99159,6,17,0.38,2,0,120
44,40.74968,-73.90333,1,1,0.03,3,90,170
22,40.67603,-73.98239,15,3,0.07,1,0,42
41,40.87157,-73.91744,1,38,0.85,2,344,50
35,40.80596,-73.96471,1,7,0.16,1,0,170
61,40.71855,-73.99791,1,168,3.71,1,347,189
4,40.78671,-73.97825,2,11,0.24,1,0,150
6,40.72797,-73.97787,1,9,0.21,1,0,77
0,40.7069,-73.93754,1,0,0.0,1,0,150
3,40.6965,-73.91036,5,165,3.63,2,261,60
5,40.76392,-73.99514,1,1,0.03,1,0,150
7,40.77688,-73.94687,1,2,0.05,1,0,120
10,40.79714,-73.94023,1,2,0.05,1,0,85
3,40.69699,-73.93387,1,270,5.94,5,227,85
12,40.74339,-73.99414,6,2,0.05,1,0,450
85,40.82226,-73.88906,3,8,0.19,1,363,60
2,40.80541,-73.95198,2,5,0.11,1,0,95
113,40.87709,-73.88228,1,50,1.1,4,267,38
20,40.75216,-73.94099,3,0,0.0,1,0,150
57,40.71372,-73.83693,1,2,0.05,1,0,125
10,40.79212,-73.95032,2,1,0.02,1,0,125
7,40.77837,-73.95318,5,0,0.0,1,0,130
0,40.7074,-73.94063,3,59,1.3,2,119,59
2,40.82494,-73.943,2,32,0.73,1,16,65
0,40.72227,-73.95788,2,222,4.9,1,250,259
6,40.72822,-73.98128,3,0,0.0,1,0,90
2,40.81491,-73.94779,30,22,0.51,1,0,60
3,40.70544,-73.91993,2,20,0.45,2,191,95
8,40.66838,-73.95624,1,1,0.02,2,0,45
4,40.77757,-73.97932,3,38,0.89,1,2,133
5,40.75994,-73.98812,2,103,2.29,1,34,259
22,40.6711,-73.9772,7,40,0.89,1,279,150
3,40.69846,-73.91202,1,0,0.0,1,0,35
13,40.72189,-73.99187,3,6,0.13,1,0,139
35,40.81417,-73.9603,3,6,0.13,1,0,39
72,40.67668,-74.00247,1,0,0.0,1,0,125
4,40.7941,-73.96314,5,1,0.05,1,0,434
6,40.72179,-73.97951,2,0,0.0,1,0,500
11,40.73262,-73.95209,1,2,0.05,1,0,100
32,40.74746,-73.91416,3,40,0.91,1,128,99
3,40.69744,-73.90773,4,57,1.44,2,333,70
40,40.72217,-73.99375,1,0,0.0,1,0,200
8,40.67653,-73.93766,4,64,1.44,1,68,88
1,40.68112,-73.94409,1,0,0.0,1,0,115
2,40.81425,-73.9516,3,0,0.0,1,0,75
22,40.66795,-73.98053,40,59,1.31,1,126,140
10,40.79207,-73.94196,1,16,1.15,2,345,80
3,40.69451,-73.92397,1,1,0.02,1,0,44
12,40.74226,-73.99608,30,0,0.0,121,337,269
34,40.6791,-73.97369,1,0,0.0,1,0,150
16,40.7382,-74.00299,5,4,0.09,1,0,299
0,40.70573,-73.92887,4,85,1.93,1,63,195
0,40.71282,-73.95537,3,8,0.18,1,0,140
5,40.76263,-73.98909,1,1,0.02,1,0,180
32,40.74153,-73.91806,2,0,0.0,1,0,84
44,40.74688,-73.90674,3,138,3.1,1,54,70
3,40.68587,-73.91435,1,4,0.19,26,365,55
1,40.69349,-73.94746,5,1,0.02,1,0,65
3,40.68591,-73.91344,1,18,0.41,26,250,45
59,40.62251,-73.99397,14,93,2.06,1,73,96
33,40.72476,-74.00387,1,228,5.11,2,28,82
7,40.77162,-73.95808,1,6,0.14,1,0,150
0,40.71454,-73.95894,3,1,0.02,1,0,125
30,40.6503,-74.00231,5,1,0.02,1,0,115
31,40.71719,-73.99109,30,60,1.38,1,15,145
11,40.72024,-73.95483,1,22,2.59,1,39,169
23,40.65012,-73.94056,1,15,0.33,1,355,75
4,40.80356,-73.9698,7,2,0.05,1,0,100
21,40.66141,-73.9615,45,1,0.03,2,0,69
14,40.76786,-73.92433,1,137,3.06,9,283,45
37,40.77987,-73.90309,7,0,0.0,1,0,75
14,40.76783,-73.92316,1,143,3.19,9,276,55
14,40.76801,-73.92501,1,78,1.78,9,311,55
14,40.76832,-73.92346,1,150,3.39,9,323,48
14,40.76942,-73.92343,1,99,2.21,9,341,50
11,40.72569,-73.95515,2,1,0.02,1,0,56
21,40.6553,-73.9607,28,13,0.3,3,319,65
30,40.64469,-74.01035,2,74,1.65,1,2,140
21,40.6583,-73.95405,2,57,1.27,1,209,95
2,40.82647,-73.94747,2,92,2.08,2,177,73
6,40.72566,-73.98323,1,0,0.0,1,0,230
75,40.76348,-73.94859,7,2,0.05,2,0,180
34,40.67985,-73.96454,7,8,0.18,1,0,47
9,40.74387,-73.98496,5,5,0.12,3,0,55
8,40.66776,-73.957,2,10,0.22,2,0,125
14,40.7601,-73.91929,2,5,0.21,1,0,60
25,40.74637,-73.97469,1,0,0.0,1,0,104
65,40.68653,-73.99288,3,1,0.03,1,0,225
56,40.64455,-73.90978,2,30,0.87,1,345,169
23,40.64595,-73.9504,30,7,0.15,7,124,45
6,40.72143,-73.97824,5,4,0.09,1,0,130
0,40.70666,-73.93788,3,1,0.02,1,0,53
1,40.67851,-73.92002,2,121,2.69,1,287,150
9,40.75531,-73.97147,1,13,0.29,2,0,140
7,40.77595,-73.94969,4,0,0.0,1,0,295
4,40.80101,-73.96076,2,1,0.02,2,0,98
19,40.68699,-73.9639,3,88,2.04,1,49,120
9,40.75687,-73.96639,3,1,0.02,1,0,170
2,40.82325,-73.94444,14,19,0.54,2,210,47
53,40.5974,-73.96211,2,137,3.55,2,133,129
53,40.59629,-73.96367,2,174,3.88,2,65,119
19,40.68713,-73.96226,3,0,0.0,1,0,99
12,40.74044,-74.00326,1,0,0.0,1,0,225
8,40.6758,-73.93185,6,24,0.54,1,0,50
7,40.76066,-73.96372,20,16,0.6,1,49,100
24,40.69402,-73.97274,1,3,0.09,1,0,55
42,40.66864,-73.99484,1,0,0.0,1,0,155
0,40.71223,-73.94864,3,51,1.14,1,0,275
3,40.69689,-73.93333,2,6,0.13,1,156,65
8,40.66352,-73.96005,3,28,0.62,1,0,170
112,40.82705,-73.91337,2,6,0.14,1,173,95
12,40.74569,-73.99183,30,0,0.0,121,164,129
2,40.80473,-73.94763,3,186,4.12,1,187,175
12,40.74463,-73.9919,30,0,0.0,121,349,136
4,40.78172,-73.97825,1,0,0.0,1,0,190
0,40.70862,-73.95432,2,19,0.42,1,0,150
3,40.69502,-73.93126,3,6,0.15,1,0,75
38,40.75935,-73.9875,1,0,0.0,2,0,590
2,40.80307,-73.946,5,0,0.0,1,0,169
1,40.6863,-73.92635,1,2,0.05,1,0,51
2,40.80049,-73.95533,6,52,1.16,2,287,899
6,40.72477,-73.98836,7,0,0.0,2,0,90
23,40.64601,-73.94886,30,8,0.18,7,343,25
43,40.74085,-73.89022,1,123,2.76,2,333,65
1,40.68003,-73.92094,1,122,2.84,4,340,42
1,40.68654,-73.95044,5,12,0.28,1,0,40
23,40.64335,-73.94888,2,9,0.21,4,361,60
29,40.72744,-73.99979,3,2,0.1,1,0,157
13,40.7154,-73.98473,1,1,0.02,1,0,170
1,40.68915,-73.92467,3,15,0.33,2,217,50
20,40.74417,-73.94964,1,33,2.1,2,293,55
8,40.67867,-73.96276,3,3,0.07,1,0,45
12,40.7449,-73.99167,30,1,0.03,121,184,109
1,40.68973,-73.93785,4,131,2.92,1,55,105
10,40.79405,-73.93429,1,48,1.07,3,326,150
2,40.81999,-73.93933,14,1,0.02,1,0,45
23,40.64517,-73.94843,30,5,0.11,7,365,40
22,40.67037,-73.97637,5,32,0.71,2,312,105
9,40.76135,-73.96707,30,8,0.19,12,282,135
13,40.71067,-73.98695,1,0,0.0,1,0,180
1,40.68466,-73.92576,1,1,0.02,1,0,150
1,40.68757,-73.93032,2,77,1.77,1,274,70
19,40.68724,-73.96361,2,28,0.64,1,294,120
6,40.7268,-73.98027,1,0,0.0,1,0,89
6,40.72247,-73.98435,1,5,0.12,1,0,100
35,40.81111,-73.95465,1,27,2.87,1,80,125
7,40.77762,-73.9516,1,190,4.36,1,260,170
4,40.79807,-73.96894,1,1,0.02,1,0,80
1,40.6899,-73.93228,3,5,0.45,3,360,249
0,40.71623,-73.9579,3,4,0.09,1,0,350
9,40.75251,-73.97262,30,0,0.0,49,365,175
22,40.673,-73.98076,20,0,0.0,1,365,120
9,40.75759,-73.96902,30,0,0.0,49,332,230
3,40.69989,-73.92352,1,0,0.0,1,0,100
6,40.7232,-73.98561,3,11,0.25,1,0,139
3,40.70288,-73.91506,4,5,0.12,1,2,89
11,40.72614,-73.94007,30,6,0.15,52,343,159
17,40.70726,-74.01429,30,0,0.0,121,184,229
82,40.58892,-73.97379,3,67,1.53,2,40,70
4,40.78487,-73.9754,1,0,0.0,1,0,125
6,40.72314,-73.97929,5,10,0.26,1,0,200
17,40.70776,-74.01514,30,2,0.05,121,364,169
16,40.73139,-74.00452,1,0,0.0,1,0,175
13,40.71873,-73.98394,1,0,0.0,1,0,150
11,40.72698,-73.94911,1,116,3.17,1,76,90
2,40.80093,-73.95012,1,0,0.0,2,0,165
36,40.73744,-73.98413,3,175,3.89,1,132,305
0,40.70742,-73.94185,3,0,0.0,1,0,200
4,40.77739,-73.98231,29,71,1.62,1,95,88
7,40.77029,-73.95812,3,69,1.78,1,5,110
149,40.72756,-73.71795,3,0,0.0,1,0,42
8,40.66869,-73.96022,2,11,0.24,1,0,150
18,40.65061,-73.96125,27,6,0.14,2,0,50
19,40.6921,-73.96603,3,3,0.08,2,0,125
4,40.77188,-73.98847,7,4,0.1,1,0,125
31,40.71434,-73.99342,4,1,0.02,1,0,80
15,40.8512,-73.93693,1,0,0.0,1,0,75
26,40.74208,-73.98084,1,4,0.1,1,0,120
24,40.68785,-73.97682,7,1,0.02,1,0,79
6,40.72737,-73.98605,7,0,0.0,1,0,90
33,40.72038,-73.99818,2,10,0.97,1,41,190
17,40.70574,-74.00809,30,2,0.09,121,186,239
29,40.72874,-74.00122,2,29,0.65,1,0,200
184,40.61201,-74.09513,1,1,0.02,1,0,200
2,40.81345,-73.94659,7,44,0.99,3,193,175
16,40.73208,-74.00393,4,1,0.02,1,0,200
1,40.67867,-73.92282,3,129,2.93,1,163,130
10,40.79717,-73.93519,1,2,0.04,1,0,95
13,40.72176,-73.99345,7,3,0.07,1,0,140
20,40.74977,-73.93979,4,46,1.18,1,284,100
41,40.86703,-73.93007,3,1,0.03,1,89,75
2,40.80193,-73.95573,1,0,0.0,1,0,74
7,40.7737,-73.95616,1,17,0.38,1,0,80
0,40.71594,-73.95991,2,1,0.52,1,0,60
21,40.66289,-73.96175,2,125,2.79,2,229,125
1,40.68532,-73.9571,1,2,0.05,1,0,80
18,40.65228,-73.96428,2,22,0.54,1,2,97
2,40.82642,-73.93668,1,0,0.0,1,0,79
6,40.72246,-73.97912,3,2,0.05,1,0,110
8,40.66588,-73.95677,3,60,1.34,1,37,140
1,40.68758,-73.94572,5,14,0.37,2,216,57
10,40.78972,-73.9503,1,0,0.0,1,0,195
38,40.75891,-73.9845,30,0,0.0,49,333,175
8,40.67192,-73.95116,3,1,0.03,1,0,50
7,40.7837,-73.94877,1,1,0.02,4,0,180
32,40.74502,-73.91355,3,0,0.0,1,0,180
2,40.80822,-73.94264,2,18,0.42,1,29,180
8,40.67089,-73.94825,2,13,0.31,1,0,100
11,40.73258,-73.95582,2,21,1.4,1,38,175
38,40.7594,-73.98634,3,0,0.0,2,0,210
6,40.72517,-73.99023,3,3,0.07,1,0,100
0,40.71256,-73.95224,2,1,0.02,1,0,250
39,40.6647,-73.97791,3,0,0.0,2,0,55
3,40.69709,-73.91435,3,0,0.0,1,0,80
9,40.75454,-73.97083,6,0,0.0,1,0,103
0,40.70697,-73.94291,1,1,0.02,1,0,150
20,40.74495,-73.9557,3,34,1.02,1,3,90
15,40.85479,-73.93313,5,6,0.14,3,37,150
13,40.72004,-73.99026,1,2,0.05,1,0,190
7,40.7834,-73.94556,2,0,0.0,1,0,95
13,40.71334,-73.99025,1,91,2.07,3,0,75
0,40.71238,-73.9559,3,12,0.28,1,0,150
1,40.67852,-73.94377,15,0,0.0,1,0,48
19,40.69161,-73.96572,30,8,0.18,1,18,65
23,40.64509,-73.94825,30,7,0.16,7,342,27
21,40.66086,-73.96159,2,123,2.74,2,263,150
15,40.83559,-73.94552,2,53,1.18,1,0,75
0,40.71254,-73.96849,2,38,0.89,3,0,80
6,40.72162,-73.97923,2,4,0.09,1,0,185
3,40.69342,-73.91116,1,2,0.05,1,0,55
53,40.59631,-73.95743,2,12,0.27,1,320,98
23,40.65422,-73.93784,1,232,5.18,4,231,165
34,40.67939,-73.97126,4,40,0.89,1,0,75
7,40.76773,-73.95456,1,3,0.07,1,0,145
6,40.73164,-73.98454,3,10,0.23,1,0,135
14,40.76352,-73.91353,2,1,0.02,1,0,50
51,40.72024,-74.00866,1,25,0.72,1,0,100
1,40.69045,-73.95852,6,0,0.0,1,0,100
6,40.72281,-73.97768,1,6,0.13,1,0,130
33,40.72558,-74.00195,2,1,0.02,1,0,145
41,40.86444,-73.92899,5,0,0.0,1,0,45
0,40.70994,-73.94915,7,9,0.21,1,0,120
2,40.81185,-73.94579,2,67,1.54,1,211,90
6,40.732,-73.98518,1,0,0.0,1,0,190
7,40.76717,-73.95317,2,3,0.07,1,0,250
22,40.67036,-73.97776,5,1,0.02,1,0,90
2,40.8035,-73.95105,120,7,0.22,2,139,165
6,40.72742,-73.98968,5,9,0.2,1,0,175
1,40.68282,-73.93289,2,74,1.65,1,333,120
2,40.80891,-73.94113,1,3,0.07,1,0,85
31,40.71544,-73.99106,1,1,0.02,1,0,90
39,40.66255,-73.983,6,9,0.21,1,0,70
2,40.8239,-73.95393,3,1,0.02,1,0,110
17,40.70535,-74.00672,30,0,0.0,121,186,239
5,40.75633,-73.99439,30,8,0.3,4,56,125
17,40.70358,-74.00824,30,0,0.0,121,186,239
3,40.70107,-73.91983,1,0,0.0,1,0,55
16,40.73001,-74.00369,3,5,0.14,1,0,195
11,40.72782,-73.95459,14,0,0.0,1,42,150
31,40.71665,-73.99633,3,65,1.46,1,0,104
6,40.72786,-73.98693,3,0,0.0,1,0,95
1,40.6948,-73.94161,1,2,0.04,1,0,45
7,40.78419,-73.94851,5,0,0.0,1,0,210
17,40.70415,-74.00688,30,0,0.0,121,365,189
52,40.64584,-73.97303,4,1,0.02,1,0,40
2,40.82673,-73.94995,2,17,0.39,1,0,100
16,40.73658,-74.00121,4,2,0.05,1,0,295
4,40.80059,-73.96552,1,123,2.89,1,80,75
134,40.67106,-73.74833,2,71,1.72,5,282,34
3,40.70246,-73.91756,5,0,0.0,1,0,200
0,40.70448,-73.94208,3,6,0.16,1,0,75
10,40.79311,-73.93928,1,85,1.9,1,304,110
10,40.79423,-73.94214,1,0,0.0,1,0,100
6,40.73014,-73.98019,2,2,0.06,1,0,185
7,40.76295,-73.95725,6,49,2.38,1,76,145
4,40.78607,-73.97347,7,34,0.78,1,147,250
1,40.68516,-73.9533,2,0,0.0,1,0,55
8,40.67594,-73.94839,5,98,2.26,2,88,145
2,40.8243,-73.94258,1,0,0.0,1,0,150
0,40.71591,-73.95695,6,0,0.0,1,0,70
7,40.77038,-73.95829,4,4,0.09,1,0,195
9,40.7606,-73.97181,1,3,0.07,1,0,86
21,40.66059,-73.95842,5,0,0.0,1,190,120
3,40.69824,-73.93231,1,0,0.0,1,0,60
2,40.83013,-73.94112,3,17,0.39,1,280,65
4,40.78627,-73.97112,28,17,0.63,1,114,199
1,40.69587,-73.9453,2,67,1.72,2,110,55
3,40.70842,-73.9208,2,40,0.9,1,0,150
0,40.71617,-73.95395,4,0,0.0,1,0,165
6,40.7281,-73.97952,5,3,0.07,1,0,100
1,40.68357,-73.94126,2,26,0.67,3,360,149
2,40.82827,-73.9493,1,1,0.02,1,0,36
66,40.69417,-73.83072,2,3,0.08,5,346,50
2,40.81614,-73.94116,2,66,1.51,4,180,50
9,40.75807,-73.96308,1,0,0.0,1,0,300
26,40.73833,-73.98058,1,4,0.09,1,0,73
1,40.69342,-73.94322,15,3,0.07,2,211,100
12,40.74384,-73.99383,1,8,0.23,1,0,193
199,40.72402,-73.76828,3,4,0.31,1,180,79
8,40.67846,-73.96242,4,2,0.05,1,0,60
3,40.69836,-73.9212,3,1,0.02,1,0,60
36,40.7356,-73.99049,1,188,4.19,1,157,159
0,40.71253,-73.96023,4,2,0.04,1,0,75
19,40.68567,-73.96272,1,6,0.17,1,365,750
7,40.77549,-73.95196,1,2,0.04,1,0,235
9,40.75242,-73.97187,30,0,0.0,121,360,139
2,40.82711,-73.93989,1,124,2.78,2,37,41
31,40.71381,-73.99784,2,93,2.48,2,293,220
5,40.76642,-73.98621,360,0,0.0,1,365,120
6,40.72524,-73.9882,4,5,0.11,1,0,180
5,40.75911,-73.98932,6,10,0.23,1,0,185
6,40.72479,-73.98849,2,1,0.02,1,0,225
7,40.77012,-73.95777,1,0,0.0,1,0,200
21,40.65838,-73.96048,2,9,0.21,1,6,150
32,40.74271,-73.92493,2,6,0.13,1,5,74
1,40.68523,-73.92926,1,136,3.05,3,200,49
12,40.74526,-73.99545,14,1,0.02,1,0,140
4,40.77942,-73.97627,1,43,0.98,1,0,180
0,40.71076,-73.96328,3,2,0.05,1,0,50
46,40.6673,-73.76831,1,629,14.58,2,333,47
9,40.75687,-73.97321,30,1,0.03,49,331,245
1,40.68984,-73.92703,1,131,2.92,1,241,115
3,40.69907,-73.92723,7,1,0.02,1,0,50
138,40.84487,-73.78954,2,112,2.6,1,162,110
22,40.67143,-73.97538,5,26,0.59,2,292,125
10,40.79779,-73.93648,3,90,2.11,2,37,150
26,40.73975,-73.98073,1,1,0.02,1,0,139
22,40.67286,-73.97133,1,0,0.0,1,0,220
16,40.73533,-74.00378,30,10,0.39,39,241,150
0,40.7048,-73.94294,2,78,1.91,1,58,79
0,40.70919,-73.94804,1,1,0.05,1,0,240
19,40.68481,-73.9656,5,1,0.02,1,0,115
0,40.71083,-73.96401,3,184,4.1,2,262,120
3,40.69844,-73.9334,1,1,0.02,2,0,200
3,40.69885,-73.93371,10,1,0.02,2,0,200
71,40.74283,-73.99246,7,1,0.04,1,0,150
1,40.68271,-73.94038,2,53,1.24,3,289,165
6,40.72525,-73.98691,6,10,0.23,1,36,85
12,40.73868,-73.99647,2,4,0.1,1,0,130
26,40.7427,-73.98231,1,1,0.02,1,0,85
60,40.6845,-73.87706,3,82,1.83,3,351,90
35,40.80447,-73.96621,1,0,0.0,1,0,120
5,40.76321,-73.99297,20,2,0.06,7,341,70
1,40.68201,-73.93802,5,8,0.23,1,289,40
15,40.84699,-73.9362,7,24,0.54,2,0,55
2,40.80843,-73.94125,2,210,4.73,2,237,130
9,40.7662,-73.98321,3,1,0.03,1,0,60
1,40.68878,-73.93109,1,71,1.61,1,0,65
2,40.79939,-73.9547,7,107,2.4,2,249,249
0,40.71984,-73.9588,1,1,0.02,1,0,75
12,40.74809,-73.99272,2,2,0.05,1,0,500
5,40.75525,-73.99412,1,66,1.51,3,231,169
8,40.67342,-73.9561,4,0,0.0,1,0,300
5,40.76236,-73.99261,1,6,0.14,1,0,95
3,40.69513,-73.90881,1,0,0.0,4,334,69
55,40.69927,-73.994,1,0,0.0,1,0,240
7,40.76935,-73.95381,3,1,0.02,1,0,120
12,40.74236,-74.00656,4,13,0.35,1,4,180
2,40.79724,-73.94968,1,200,4.51,1,58,80
6,40.72403,-73.97741,4,72,1.62,1,63,90
37,40.77497,-73.91425,4,11,0.25,1,38,140
6,40.72603,-73.98614,1,1,0.02,1,0,200
12,40.74406,-73.99287,1,3,0.07,1,0,139
4,40.79644,-73.96135,7,0,0.0,1,0,250
2,40.81686,-73.94129,7,2,0.04,1,0,47
11,40.72697,-73.94712,7,19,0.43,1,21,108
2,40.81344,-73.95007,1,0,0.0,1,0,85
88,40.71846,-73.75584,5,85,1.9,1,332,75
0,40.70782,-73.95462,1,2,0.05,1,0,60
11,40.73051,-73.95496,2,2,0.05,1,0,80
3,40.70269,-73.92626,1,0,0.0,1,0,60
57,40.7232,-73.84426,1,9,0.42,2,0,50
17,40.70437,-74.00952,2,0,0.0,1,0,120
4,40.77616,-73.98974,1,0,0.0,1,0,300
7,40.7605,-73.96053,30,4,0.09,1,253,275
22,40.67384,-73.97765,1,0,0.0,1,0,100
7,40.76579,-73.96168,2,24,0.54,1,0,65
2,40.82411,-73.94404,5,2,0.05,1,159,65
19,40.69517,-73.96702,3,0,0.0,1,0,350
42,40.67652,-73.99682,1,1,0.02,1,0,132
15,40.8398,-73.9385,1,25,0.63,3,55,35
29,40.72796,-74.00194,7,0,0.0,1,0,150
4,40.78107,-73.97817,5,1,0.02,1,0,75
12,40.74188,-73.99865,1,2,0.05,1,0,100
19,40.68363,-73.96305,3,3,0.07,1,0,89
63,40.62402,-73.97071,1,1,0.02,1,0,50
9,40.76331,-73.97911,3,0,0.0,1,0,300
10,40.79804,-73.93127,13,0,0.0,1,0,50
9,40.75505,-73.96714,1,0,0.0,1,0,400
5,40.75997,-73.99265,2,0,0.0,1,0,250
14,40.76547,-73.92079,1,0,0.0,1,0,70
7,40.78179,-73.947,1,0,0.0,1,0,135
12,40.74799,-73.99993,2,9,0.23,1,0,450
10,40.78748,-73.95102,2,2,0.05,1,0,80
0,40.71292,-73.96215,1,46,1.04,3,16,90
24,40.68766,-73.97837,1,1,0.03,2,0,100
2,40.80542,-73.9455,3,1,0.03,1,0,90
19,40.68356,-73.96152,3,3,0.07,1,0,145
64,40.7303,-73.86674,5,6,0.16,1,157,125
0,40.70521,-73.93623,1,2,0.04,4,0,50
39,40.66249,-73.98704,3,34,0.77,1,0,150
6,40.72647,-73.98379,1,2,0.04,2,0,95
3,40.69064,-73.921,1,9,0.21,1,0,125
14,40.75855,-73.91021,1,1,0.02,2,0,120
7,40.77707,-73.94994,3,124,2.82,1,245,400
2,40.82993,-73.9435,1,162,4.46,2,73,201
21,40.6569,-73.95703,2,38,1.06,1,98,50
5,40.76018,-73.98916,2,5,0.11,1,0,199
0,40.71322,-73.95199,5,0,0.0,1,0,49
4,40.77431,-73.97883,5,14,0.38,1,4,185
1,40.68698,-73.91861,1,8,0.19,1,364,85
18,40.64631,-73.96258,1,0,0.0,1,0,89
1,40.69436,-73.93144,1,0,0.0,1,0,100
3,40.69647,-73.92495,1,3,0.07,1,0,60
9,40.7598,-73.96684,30,5,0.13,12,220,132
11,40.71964,-73.94719,2,0,0.0,1,0,125
18,40.64873,-73.96419,1,10,0.23,1,0,100
17,40.7092,-74.00699,5,0,0.0,1,0,175
5,40.7602,-73.99868,30,0,0.0,3,176,304
3,40.70198,-73.91571,1,0,0.0,1,0,95
19,40.68864,-73.96154,30,4,0.11,1,0,100
5,40.76416,-73.98807,2,8,0.18,1,181,300
80,40.71704,-74.0162,1,0,0.0,1,0,175
9,40.76371,-73.98204,3,3,0.07,1,0,300
14,40.75546,-73.91768,4,9,0.21,1,0,39
9,40.75145,-73.97162,1,9,0.21,1,189,179
27,40.7544,-73.82866,3,3,0.07,1,0,20
35,40.80874,-73.9589,2,2,0.05,1,0,120
13,40.71244,-73.98756,5,0,0.0,1,0,82
7,40.78167,-73.95004,1,137,3.06,2,289,170
36,40.73318,-73.98449,1,206,4.64,1,278,120
45,40.68172,-73.99358,2,42,0.96,1,0,75
3,40.69813,-73.93433,2,50,1.15,1,0,110
5,40.75474,-73.99836,2,123,2.81,2,261,177
9,40.76362,-73.97542,1,10,0.3,1,175,180
114,40.71527,-73.89829,1,1,0.02,1,364,70
29,40.73297,-73.99217,2,9,0.21,1,0,325
5,40.76637,-73.98342,1,193,4.37,1,213,165
0,40.71914,-73.96477,1,2,0.05,1,0,75
9,40.74784,-73.9862,1,0,0.0,3,365,159
4,40.77912,-73.97976,6,1,0.02,1,0,150
4,40.77741,-73.97789,1,0,0.0,1,0,150
38,40.76063,-73.98577,30,0,0.0,121,363,230
9,40.74702,-73.98778,1,1,0.07,3,365,159
45,40.68152,-73.99518,28,4,0.09,1,0,250
0,40.7131,-73.94422,1,7,0.16,1,0,119
38,40.75856,-73.98221,30,0,0.0,121,363,239
8,40.66965,-73.95517,1,17,0.38,1,0,80
9,40.75261,-73.97063,1,0,0.0,1,0,99
4,40.80118,-73.96642,5,12,0.27,1,20,250
0,40.71673,-73.94193,3,93,2.69,1,23,125
3,40.69975,-73.92051,5,30,0.76,1,284,150
